Num classes,accuracy,precision,recall,f1
5,0.99,0.9904918032786886,0.99,0.9900627857980799
10,0.9833333333333333,0.9837847394540942,0.9833333333333333,0.9833447688374033
15,0.9755555555555555,0.9762346598618493,0.9755555555555555,0.9756705439519688
20,0.9766666666666667,0.9773949299969026,0.9766666666666667,0.9767997020740898
25,0.9653333333333334,0.96736470255553,0.9653333333333334,0.9653772515597624
30,0.9666666666666667,0.9676510127294806,0.9666666666666667,0.9664685061056015
