Num classes,accuracy,precision,recall,f1
5,0.9966666666666667,0.9967231638418078,0.9966666666666667,0.9966666666666667
10,0.9866666666666667,0.987857843137255,0.9866666666666667,0.9866418835264122
15,0.9955555555555555,0.9956913349917081,0.9955555555555555,0.9955649930856743
20,0.9991666666666666,0.9991805555555555,0.9991666666666666,0.99916627398623
25,1.0,1.0,1.0,1.0
30,0.9994444444444445,0.9994545454545455,0.9994444444444445,0.9994445774054869
